id;F1;CodF1;F2a;F2b;F3_1;F4;F5;F6;F7;F8;A1;A2_1;A2_2;A2_3;A2_4;A3a_1;A3a_2;A4_1;A4_2;A4_3;A4_4;A4_5;A4_6;A4_7;A4_8;A4_9;A4_10;A4_11;A4_12;A4_13;A5;A6_1;A6_2;A6_3;A6_4;A6_5;A6_6;A6_7;A6_8;A6_9;A6_10;A6_11;A7_1;A7_2;A7_3;A7_4;A7_5;A7_6;A7_7;A7_8;A7_9;A7_10;A7_11;B1_1;B1_2;B1_3;B1_4;B1_5;B1_6;B1_7;B1_8;B1_9;B1_10;B1_11;B2_1;B2_2;B2_3;B3_1;B3_2;B3_3;B3_4;B3_5;B3_6;B4_1;B4_2;B4_3;B4_4
1116;20;3;2;2;llucmajor;1;2;3;1;1;1;0;0;1;0;block;candy crush;3;4;3;4;3;3;4;4;3;5;4;4;3;2;4;3;4;4;3;4;3;4;3;4;2;4;4;4;4;3;4;4;2;4;4;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
1114;25;3;1;1;Denia;2;4;2;3;1;1;1;0;1;0;Counter Strike 2;Cyberpunk 2077;4;4;3;4;3;4;2;1;1;5;4;3;3;1;4;3;1;3;1;4;2;2;4;1;2;1;4;5;5;2;5;4;4;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
1113;25;3;1;1;Sevilla;3;5;4;1;1;1;1;0;1;0;GTA v;FORNITE;2;5;2;5;5;5;4;5;3;5;5;5;5;3;3;1;5;1;5;5;3;5;2;1;5;4;5;5;4;5;5;5;5;2;1;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
1111;19;2;1;1;Madrid;4;6;3;2;1;2;1;0;0;0;Minecraft;Roblox;1;5;4;1;2;5;1;1;1;4;5;5;5;1;4;1;3;5;1;1;1;1;1;1;1;1;5;5;5;1;5;1;5;4;4;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
1110;24;3;1;1;Madrid;4;6;3;2;1;2;0;1;1;0;Fornite;Freefrire;4;3;3;3;3;4;3;3;4;3;3;3;3;8;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
1107;20;3;1;1;Andalucía;3;4;3;2;1;4;1;0;0;0;Helldivers 2;Rocket league;4;5;5;4;5;3;4;4;5;4;5;5;4;5;5;5;3;5;5;4;5;4;5;5;4;4;5;4;5;4;5;4;5;4;4;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
1105;25;3;2;2;Barcelona;1;6;3;2;1;4;1;1;0;0;Fortnite;Marvel Rivals;4;5;4;5;5;5;5;5;4;5;5;3;4;4;5;5;5;5;5;5;5;5;5;4;3;2;5;5;5;4;5;5;3;5;5;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
1104;25;3;1;1;Canarias;7;3;3;2;1;2;1;0;0;0;Roblox;Minecraft;5;3;4;4;5;4;3;5;4;4;5;5;4;3;4;5;5;4;4;3;4;5;5;4;4;3;5;4;5;4;5;4;5;3;5;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
1102;20;3;1;1;Arcos de la Frontera;3;4;3;1;1;2;1;1;1;0;Pokemon;Fifa;4;3;4;4;5;5;1;5;1;5;5;4;4;1;4;3;1;2;3;4;5;4;4;1;1;3;5;5;4;2;4;4;5;3;4;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
1099;18;2;2;2;Las palmas;7;5;2;1;1;1;0;1;1;0;Roblox;Parchís;5;3;1;2;4;3;5;4;3;5;4;3;4;2;4;3;1;1;1;1;1;1;4;1;1;1;5;3;5;2;5;3;1;1;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
1097;25;3;1;1;Badajoz;4;5;4;2;1;4;1;1;1;0;League of legends;Clash Royale;3;4;3;4;4;5;5;2;4;4;5;4;4;3;4;4;4;3;4;4;3;4;5;2;2;4;4;4;4;4;4;4;4;2;4;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
1095;23;3;1;1;Plasencia;3;4;3;2;1;3;0;1;1;0;Call of Duty;GTA V;3;4;3;4;4;5;2;1;2;5;5;5;5;3;4;3;2;2;2;1;4;3;4;2;1;3;4;4;4;3;5;4;2;1;3;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
1094;18;2;1;1;Aragón;1;5;3;1;1;4;1;0;1;0;Valorant;Minecraft;5;4;2;2;5;1;1;4;1;5;4;3;4;1;5;5;1;4;1;1;2;2;5;1;1;4;5;5;4;1;5;5;5;1;1;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
1093;19;2;1;1;Vitoria Gasteiz;6;5;3;1;1;3;0;1;1;0;FC25;Fortnite;4;4;3;4;3;4;5;4;3;4;5;2;3;4;3;4;4;3;3;4;4;3;4;4;3;5;4;3;4;4;4;4;5;3;4;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
1092;19;2;1;1;Barcelona;1;6;3;1;1;2;0;0;1;0;Vector;Uno;4;4;1;4;4;4;3;2;1;5;5;4;3;5;3;4;1;3;2;1;3;5;5;2;2;1;4;2;5;2;3;5;1;1;5;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
1091;25;3;1;1;Barcelona;1;6;2;1;2; ;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4;3;3;4;4;4;5;4;4;4;4;4;4;4;3;3;2;3;3;4;3;4;4;4
1090;18;2;1;1;Oria;3;1;2;2;1;2;0;0;1;0;Brawl stars;Clash royale;4;3;4;4;4;2;3;3;5;5;4;3;4;3;3;4;4;2;2;4;5;4;3;4;5;3;4;5;5;4;3;2;4;1;3;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
1088;19;2;2;2;Barcelona;1;6;3;1;1;2;1;0;1;0;Roblox;Genshin impact;5;4;3;2;4;4;2;2;1;4;4;5;4;2;3;3;1;3;4;2;3;2;2;1;1;4;4;5;5;3;5;4;3;2;2;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
1087;19;2;1;1;Murcia;2;5;3;1;1;2;1;1;1;0;Beatstar;Dream League Soccer;3;4;3;4;4;5;3;4;4;5;5;5;5;3;3;5;4;4;4;2;2;4;4;3;3;4;4;3;5;3;4;4;5;2;3;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
1086;25;3;1;1;Valencia;2;5;4;3;1;2;1;0;0;0;Warzone;Minecraft;3;4;2;4;4;5;2;2;2;3;4;4;4;1;4;4;2;2;2;2;4;4;4;2;2;2;2;4;4;4;4;4;3;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
1085;21;3;1;1;Albacete;4;5;3;2;1;4;1;0;1;0;Rust;Counter Strike;4;4;4;4;4;4;4;4;4;4;4;4;5;7;4;4;3;4;4;4;3;5;4;4;4;3;4;4;4;4;4;3;4;4;4;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
1082;18;2;2;2;Sevilla;3;5;3;1;1;2;1;0;0;0;gta;fortnite;4;4;3;4;5;4;1;4;2;5;4;5;3;2;5;1;1;4;1;4;4;4;4;1;1;5;5;5;3;3;5;3;4;2;4;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
1081;22;3;2;2;Cantabria;6;5;3;1;1;2;0;1;0;0;Mario kart;Pikmin 4;4;3;4;3;3;4;2;2;2;3;4;4;4;1;3;4;2;3;1;1;2;2;3;1;1;2;4;3;4;2;5;4;3;4;4;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
1079;25;3;2;2;Barcelona;1;6;4;1;1;2;1;1;1;1;Coin Master;Bbtan;4;4;5;3;5;5;2;1;1;5;5;5;5;4;5;4;1;1;4;1;4;4;5;1;2;4;5;5;5;5;5;5;5;1;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
1078;21;3;2;2;Huelva;3;3;2;2;1;1;0;0;1;0;Calle of duty;Fornite;4;2;3;4;4;4;2;2;2;4;3;4;4;3;4;4;4;2;2;1;1;1;3;2;1;1;3;4;3;3;4;4;4;2;4;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
1075;21;3;1;1;Rivas;4;4;4;2;1;3;1;0;1;0;CS2;Clash of Clans;4;3;4;4;5;4;5;2;5;4;3;2;4;3;4;2;1;3;5;2;1;2;5;2;3;1;5;3;4;2;5;4;4;2;4;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
1074;25;3;1;1;Zaragoza;1;5;4;2;1;2;1;0;0;0;Valorant;Rocket League;2;5;3;2;2;4;5;4;4;5;5;4;5;3;4;3;1;3;5;1;1;3;5;1;1;1;5;4;3;2;5;4;3;1;2;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
1072;24;3;1;1;Getafe;4;5;3;1;1;2;1;0;1;0;Mobile Legends Bang Bang;Call of duty;5;5;4;4;4;3;4;4;4;5;3;2;5;3;5;4;3;4;4;3;4;3;5;3;4;3;4;3;5;4;4;4;1;1;5;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
1068;20;3;1;1;Sant celoni;1;4;2;1;2; ;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4;4;5;4;5;5;4;5;4;4;4;5;5;4;5;5;5;4;4;5;3;4;4;4
1066;22;3;1;1;Sevilla;3;5;4;1;1;1;1;0;0;0;Stardew Valley;Lol;2;1;1;2;3;4;1;1;1;3;5;4;5;1;4;2;1;2;1;4;4;2;3;3;1;1;5;4;2;1;3;4;4;3;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
1065;19;2;1;1;Cacecre;3;5;3;1;1;3;1;0;0;0;Fortnite;Valorant;2;3;3;1;2;5;3;2;2;4;4;4;4;2;3;4;2;3;4;4;2;4;4;2;3;1;4;2;4;2;3;2;2;2;2;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
1064;22;3;1;1;Granada;3;5;4;1;1;2;0;1;0;0;Eafc25;Wrc9;4;4;3;4;3;4;4;2;3;4;4;5;4;3;4;3;4;3;4;4;4;3;3;4;4;4;3;4;4;3;4;4;4;4;4;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
1061;23;3;1;1;Plasencia;3;4;3;3;1;3;0;1;1;0;Minecraft;Efootball Mobile;2;4;2;3;4;5;2;1;2;5;5;5;5;3;4;2;1;1;1;1;4;4;4;1;2;3;5;5;5;2;5;5;2;1;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
1058;22;3;1;1;Santa Cruz de Tenerife;7;5;2;2;1;2;0;1;0;0;Rainbow Six Siege;NBA 2k;4;2;4;1;3;4;2;1;1;5;4;3;4;3;4;3;4;3;2;2;4;2;5;2;3;4;5;2;4;2;4;4;2;2;4;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
1057;18;2;2;2;Vitoria Gasteiz;6;5;3;1;1;3;1;1;1;0;REPO;LOL;5;4;4;2;1;4;1;1;1;5;4;5;5;1;4;4;1;1;1;4;4;4;5;1;1;4;5;5;5;2;5;2;2;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
1055;20;3;1;1;Madrid;4;6;3;1;1;3;1;0;1;0;Payday 3;Marvel snap;2;4;4;3;4;5;2;1;2;4;5;5;4;4;2;4;1;2;5;4;4;5;2;2;5;1;2;4;5;4;4;4;2;2;4;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
1052;21;3;2;2;San Cristóbal de la Lagun;7;3;3;1;1;2;0;1;1;0;Monopoly go;Animal crossing;3;3;3;2;3;3;4;2;1;3;3;3;3;1;4;3;2;3;4;4;4;4;4;2;1;2;5;3;2;3;4;4;2;3;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
1051;20;3;2;2;Valladolid;4;5;3;2;1;2;0;1;1;0;Minecraft;Clash royale;4;3;5;4;3;5;4;5;4;4;3;3;4;3;3;4;5;3;2;4;4;4;3;5;4;4;5;4;2;4;4;4;5;4;4;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
1049;19;2;1;1;Pomtevedra;5;3;2;1;1;4;1;0;1;0;Fortnite;GTA 5;2;5;2;4;4;5;4;5;4;5;4;5;5;2;5;3;2;4;4;2;4;4;4;3;3;4;5;4;4;4;5;4;4;4;3;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
1045;21;3;2;2;Xixona;2;2;3;2;1;3;0;0;1;0;Genshi Impact;Fornite;5;2;4;4;4;5;1;5;1;4;5;4;3;3;2;4;1;4;4;4;5;4;4;2;5;4;5;4;5;4;5;4;2;4;2;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
1044;19;2;2;2;Madrid;4;6;3;1;1;1;0;0;1;0;2048;Blocktast;4;3;4;3;4;4;2;4;4;4;4;3;3;2;3;4;2;2;3;2;2;4;2;4;2;2;2;4;3;2;4;4;2;4;2;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
1043;23;3;1;1;Santa cruz de tenerife;7;4;3;1;1;3;0;1;0;0;Mario kart 8 deluxe;Luigi's mansion 3;3;4;3;2;3;2;1;1;1;3;2;4;4;1;4;3;2;1;1;1;1;1;1;1;1;1;5;3;4;2;4;1;4;4;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
1041;25;3;2;2;La Rapita;1;3;4;2;1;2;1;1;1;0;Hey day;Candy crush;4;4;4;3;4;4;2;4;3;4;4;4;4;2;4;2;4;2;4;4;4;3;4;2;4;4;4;4;4;4;4;4;2;4;3;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
1037;21;3;1;1;Barcelona;1;6;4;1;1;2;1;1;0;0;Fornite;Valorant;4;5;5;4;5;2;4;5;4;2;2;2;3;6;4;5;2;4;5;2;2;4;5;5;5;2;5;2;2;2;3;5;2;4;4;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
1035;24;3;1;1;valladolid;5;5;4;2;1;4;1;1;0;0;brawl stars;valorant;4;4;2;2;3;4;1;1;1;3;4;2;3;1;4;3;1;1;1;2;1;2;4;1;2;3;2;3;4;1;4;4;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
1034;23;3;1;1;Murcia;2;4;3;2;1;2;1;1;1;0;Varolant;Subnautica below zero;3;4;5;4;5;5;2;4;2;5;5;5;5;1;4;2;2;4;4;5;5;5;4;3;4;5;5;5;5;4;5;5;5;5;4;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
1033;25;3;1;1;Vitoria;6;4;3;3;1;4;1;1;0;0;GrandTheftMafia;Fifa;5;5;5;5;5;3;5;4;4;3;4;3;4;4;4;4;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;3;4;4;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
1031;23;3;2;2;Arteixo;5;2;3;2;1;2;0;1;0;0;Tom Raider;Mario Car;5;5;5;5;4;3;3;4;4;2;3;4;4;8;4;4;4;3;4;4;4;3;3;3;3;4;4;3;3;3;3;4;4;4;4;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
1026;22;3;1;1;Alicante;2;5;3;2;1;3;1;1;1;0;FIFA 25;CALL OF DUTY;4;3;4;4;4;3;4;4;3;4;4;4;3;5;4;3;4;3;4;4;3;4;4;4;3;4;4;3;4;3;4;4;4;4;3;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
1024;22;3;2;2;Leganés;4;4;3;1;1;1;0;0;1;0;Pubg;Merge cooking;3;2;2;4;4;5;1;4;1;4;4;4;4;1;4;3;2;4;2;2;3;2;4;2;2;2;5;5;5;4;5;2;3;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
1023;24;3;2;2;Zaragoza;1;5;3;2;1;4;0;1;1;0;Zelda ocarina of time;Assassins creed;5;4;4;4;2;5;1;1;1;4;4;3;4;5;4;1;1;1;1;1;1;4;4;1;3;2;4;5;5;2;5;1;1;1;1;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
1021;19;2;2;2;Ceuta;3;4;2;1;1;1;0;0;1;0;Solitario;Blokbuster;4;4;3;3;2;5;1;1;1;5;4;4;4;1;4;5;1;3;1;4;4;4;4;1;1;1;4;3;4;1;5;3;1;1;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
1020;19;2;2;2;Las palmas de Gran Canaria;7;4;3;2;1;3;1;1;0;1;Minecraft;Mario kart;5;5;4;4;4;3;3;4;4;5;4;5;4;8;3;4;5;5;3;4;4;3;4;4;3;4;5;5;5;5;5;4;4;3;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
1019;25;3;1;1;Alcobendas;4;2;3;2;1;2;0;1;1;0;Valorant;World soccer champs;4;4;4;4;4;4;4;4;4;4;4;4;4;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
1017;21;3;2;2;Valladolid;4;5;3;1;1;2;0;0;1;0;Zombis;Sopa de letras;3;4;3;4;4;3;1;1;1;3;3;5;4;1;3;3;1;1;1;1;1;1;3;1;1;1;3;1;3;1;3;3;3;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
1016;23;3;2;2;Madrid;4;6;3;3;1;1;0;0;1;1;Free fire;Call of Duty;5;3;4;3;4;5;4;4;2;4;4;3;4;4;3;4;4;4;4;4;2;4;4;3;3;4;4;4;4;5;5;4;4;4;4;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
1015;25;3;1;1;Gandia;2;5;3;2;1;4;1;0;0;0;Minecraft;War Thunder;1;5;3;1;1;5;1;1;1;5;5;5;5;1;4;4;1;2;1;1;2;4;4;1;2;2;5;5;5;2;5;3;3;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
1014;21;3;2;2;La almunia de doña Godina;1;2;3;1;1;2;1;1;1;1;A way out;It takes Two;5;5;3;3;3;3;1;1;1;5;5;5;3;6;1;5;1;1;1;1;1;1;1;1;1;1;5;5;1;1;1;1;1;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
1013;18;2;2;2;Almeria;3;5;3;2;1;1;1;0;1;1;Call of Duty;Fifa 25;5;1;5;3;5;5;1;5;1;1;5;3;5;4;5;5;1;4;1;1;5;1;5;1;1;1;5;5;5;1;5;5;5;1;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
1011;22;3;1;1;Dénia;2;4;1;3;1;3;0;1;1;0;Clash of clans;Pokémon go;4;3;5;3;5;5;3;4;4;4;3;4;5;4;2;4;1;4;4;4;5;3;5;2;4;1;5;1;1;1;2;4;3;1;4;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
1009;25;3;2;2;Cadiz;3;3;4;2;1;3;0;1;1;1;Fortnite;Fortnite;4;5;5;4;3;2;2;4;2;5;5;3;3;2;5;5;1;1;2;4;3;4;5;1;1;3;2;4;3;3;4;5;3;5;3;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
1008;18;2;1;1;Murica;2;5;3;1;1;3;1;0;1;0;Plants va zucchini;Rd;4;4;4;5;5;2;5;4;5;3;3;2;2;3;5;5;1;5;5;4;5;4;5;5;5;2;5;4;3;5;5;5;5;5;2;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
1007;25;3;2;2;Madrid;4;6;4;2;1;4;1;1;1;1;Cult of the lamb;Fortnite;3;5;3;1;5;5;4;5;4;2;5;4;4;3;3;5;1;4;4;5;5;3;5;2;3;5;5;3;4;2;5;5;5;4;2;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
1004;25;3;2;2;Cantabria;6;4;4;2;1;1;1;0;1;1;Call of duty;Fifa;4;4;3;4;4;3;4;4;3;4;3;4;3;8;3;3;4;3;4;3;2;3;4;3;4;1;3;3;2;3;2;4;2;4;4;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
1002;17;2;1;1;Madrid;4;6;2;1;1;3;1;1;1;0;Cookie Run Kingdom;Genshin impact;3;4;4;3;4;5;1;1;1;5;5;4;5;1;4;3;1;4;1;2;2;4;5;1;4;4;5;5;5;4;4;4;1;1;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
998;20;3;2;2;Villalba del Alcor;3;2;3;1;2; ;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3;1;1;5;5;5;5;5;5;5;5;5;5;5;5;4;3;1;3;5;5;3;5;5
996;23;3;2;2;Valdemoro;4;4;3;1;1;1;0;0;1;0;Call of duty;Amoung us;5;3;5;5;3;5;4;1;2;5;4;5;5;2;5;4;3;5;1;4;4;4;5;4;3;5;4;2;5;4;2;4;5;2;3;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
995;21;3;2;2;Cerdanyola del Vallès;1;4;3;1;1;2;1;1;1;0;My hotel;Sims 4;4;1;2;2;5;4;2;2;2;2;5;4;4;3;4;4;4;2;4;2;2;5;4;4;4;4;4;5;5;4;4;4;4;5;1;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
993;18;2;2;2;Vitoria Gasteiz;6;4;2;3;1;3;0;1;1;0;Los sims;Fortnite;5;4;3;4;4;2;1;4;1;3;3;3;3;1;4;2;1;1;1;2;3;3;4;1;1;1;5;4;4;3;5;3;2;1;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
992;23;3;1;1;Murcia;2;5;3;3;1;2;1;0;1;0;Fornite;Brawl Stars;4;4;5;4;4;3;4;5;3;2;4;3;3;4;5;3;3;4;4;5;5;5;5;3;5;4;5;4;5;5;3;5;3;4;4;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
989;21;3;1;1;las palmas de gran canaria;7;4;3;1;1;4;0;1;0;0;Fire Emblem: Three Houses;Final Fantasy VII;3;5;3;3;3;5;1;1;1;5;5;5;4;1;4;1;1;1;1;1;4;4;3;1;1;5;4;5;5;1;5;1;3;1;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
987;25;3;2;2;Alcobendas;4;2;4;1;1;2;0;0;1;1;Candy crash;Train miner;5;2;5;4;4;3;4;4;4;4;3;3;4;3;4;2;5;5;5;1;3;2;5;4;5;4;5;4;4;3;4;5;3;5;4;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
986;22;3;2;2;Lleida;1;5;2;2;1;2;1;1;1;0;Minecraft;Gta 5;5;2;4;4;4;5;1;1;1;3;5;5;4;1;3;5;1;5;5;1;1;5;5;1;2;5;5;3;5;3;5;4;5;5;5;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
983;19;2;1;1;Santa Lucía de tirajana;7;2;3;3;1;3;0;1;1;0;Ea fc 25;Fornite;4;4;4;4;5;4;5;5;4;5;4;4;5;6;3;4;2;3;4;4;3;2;4;2;4;3;1;2;3;4;3;4;4;2;4;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
981;19;2;2;2;El Vendrell;1;4;3;1;1;1;0;0;1;0;La fazenda;Mine;3;3;3;3;3;3;3;3;3;3;3;3;3;1;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
979;22;3;2;2;Mérida;4;4;4;1;2; ;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4;4;4;4;4;3;4;4;3;4;4;4;4;4;4;5;4;4;4;5;3;4;4;4
978;25;3;1;1;Sabadell;1;4;4;2;1;3;1;1;0;0;Fifa 25;Fornite;5;5;5;4;5;4;4;4;5;4;4;5;4;8;5;5;4;4;5;4;5;5;5;4;5;2;3;3;4;4;4;5;5;5;4;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
977;19;2;1;1;Sevilla;3;5;3;1;1;3;1;1;1;0;Pikmin 4;Celeste;1;4;1;4;3;5;1;1;2;5;5;5;5;2;4;1;3;4;2;1;1;2;4;1;1;3;5;5;4;1;4;4;4;1;4;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
976;24;3;2;2;Madrid;4;6;3;1;1;2;1;1;1;0;LOL;Valorant;3;4;4;1;2;5;2;4;2;4;4;3;4;3;4;5;4;2;4;2;2;2;4;2;3;4;5;5;5;5;5;2;5;4;1;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
972;25;3;1;1;Valencia;2;5;3;2;1;2;0;0;1;0;Roblox;Brawl stars;5;4;2;3;4;2;5;3;3;4;2;5;3;4;5;2;5;5;4;1;3;5;5;5;5;2;5;2;3;2;2;5;5;5;5;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
