id;F1;CodF1;F2a;F2b;F3_1;F4;F5;F6;F7;F8;A1;A2_1;A2_2;A2_3;A2_4;A3a_1;A3a_2;A4_1;A4_2;A4_3;A4_4;A4_5;A4_6;A4_7;A4_8;A4_9;A4_10;A4_11;A4_12;A4_13;A5;A6_1;A6_2;A6_3;A6_4;A6_5;A6_6;A6_7;A6_8;A6_9;A6_10;A6_11;A7_1;A7_2;A7_3;A7_4;A7_5;A7_6;A7_7;A7_8;A7_9;A7_10;A7_11;B1_1;B1_2;B1_3;B1_4;B1_5;B1_6;B1_7;B1_8;B1_9;B1_10;B1_11;B2_1;B2_2;B2_3;B3_1;B3_2;B3_3;B3_4;B3_5;B3_6;B4_1;B4_2;B4_3;B4_4
1585;23;3;1;1;La Coruña;5;5;2;3;1;2;0;1;1;0;Fifa;Gta V;3;3;2;3;4;3;3;4;4;4;3;3;4;4;4;4;3;4;4;4;4;3;3;4;5;4;3;3;4;2;3;4;4;4;3;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
1583;19;2;1;1;Dos hermanas;3;5;3;1;1;4;0;1;1;0;Fifa;Clash Royale;3;1;3;3;1;1;5;1;5;1;1;2;2;1;2;3;5;1;1;1;4;3;4;1;1;1;5;4;5;5;5;4;5;2;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
1580;18;2;1;1;Basauri;6;4;3;1;1;3;0;1;1;0;Mobile legends;Pokemon;5;4;4;4;5;4;5;5;4;5;4;4;4;2;2;3;1;1;4;2;4;5;5;2;1;1;5;5;5;1;5;3;2;1;4;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
1577;23;3;1;1;Manlleu;1;3;4;2;1;2;0;1;1;0;Clash Royale;GTA V;4;3;4;4;4;5;4;2;2;3;4;4;3;4;3;4;1;4;4;1;3;4;4;3;4;4;5;5;5;4;5;4;4;4;5;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
1573;24;3;1;1;Barcelona;1;6;4;2;1;3;1;1;1;0;mobile legends bang bang;arknights;4;4;4;3;4;5;4;5;4;5;3;4;2;7;2;4;1;1;5;2;2;2;4;3;2;1;4;2;3;2;5;2;4;3;4;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
1571;21;3;1;1;Barcelona;1;6;2;1;1;2;1;0;0;0;Grand theft auto 5;Calle of duty black ops 2;4;5;5;3;5;5;4;5;3;5;3;5;3;1;5;1;3;5;5;3;5;5;4;3;5;3;5;5;5;5;5;5;5;5;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
1570;19;2;2;2;Zaragoza;1;5;3;1;1;1;0;0;1;0;Travel town;Candy crush;4;3;4;3;3;4;1;1;1;3;4;2;4;1;4;4;1;1;1;4;4;4;3;1;1;1;4;4;4;1;4;3;1;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
1569;22;3;1;1;Cordoba;3;5;3;3;1;4;1;0;0;0;Valorant;Cs2;5;4;3;4;3;4;4;1;2;5;3;3;4;4;4;5;1;4;4;2;2;3;3;2;4;2;2;1;5;5;5;5;1;1;4;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
1567;18;2;2;2;Sabadell;1;5;3;3;1;1;0;0;1;0;Brawl stars;Monopoly GO;5;3;4;5;3;4;1;3;1;3;3;4;5;1;3;4;1;1;1;3;4;5;3;1;3;1;4;4;5;3;5;2;1;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
1564;18;2;1;1;Posadas;3;2;2;2;1;4;0;1;1;0;Clash royale;Roblox;3;2;4;4;3;3;4;1;2;3;4;4;3;3;3;4;2;4;2;4;3;4;4;2;3;2;4;3;4;2;4;3;1;1;2;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
1563;25;3;1;1;Albolote;3;3;3;1;1;2;1;1;1;0;Wolfestein;Death stranding;4;2;3;2;2;5;1;2;1;5;4;4;5;2;4;4;2;4;4;2;2;4;3;1;3;4;5;3;5;4;4;4;4;4;2;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
1562;22;3;1;1;Leioa;6;3;4;1;1;2;0;1;0;0;Alan Wake 2;Crackdown;1;4;4;5;2;5;1;1;1;5;4;5;5;1;5;4;1;4;1;4;5;4;4;1;2;5;5;5;4;5;5;2;4;1;4;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
1559;25;3;1;1;Donosti;6;5;2;2;1;2;0;1;1;0;Fifa;Tik tok;5;3;4;2;3;3;3;3;3;3;3;3;3;1;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
1558;21;3;1;1;Barcelona;1;6;2;2;1;3;1;1;1;0;Rainbow six siege;Atlas earrh;4;3;4;3;5;3;4;4;3;5;3;3;3;2;5;4;4;4;4;4;4;4;4;3;4;2;4;3;4;3;4;5;4;4;4;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
1556;18;2;2;2;Barcelona;1;6;3;2;1;3;0;0;1;0;Tetris;Sudoku;4;3;4;4;4;4;4;4;5;5;4;4;3;3;5;5;2;3;4;3;4;4;5;3;4;3;5;4;5;3;4;4;5;5;2;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
1555;20;3;1;1;Granada;3;5;3;1;1;2;1;0;0;0;Disco Elysium;Into the breach;1;5;2;3;3;5;1;1;1;5;5;5;5;1;4;2;2;4;1;2;1;4;4;1;2;5;5;5;5;1;5;1;4;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
1553;24;3;1;1;Barcelona;1;6;4;2;1;3;1;0;1;0;Rdr2;GoT;2;4;4;2;3;5;1;2;1;5;5;5;5;1;4;2;2;2;1;3;3;3;4;2;2;3;4;4;2;4;3;4;2;2;1;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
1552;20;3;1;1;Gerona;1;4;2;2;1;1;1;0;0;0;Fortnite;Fc 25;4;5;4;3;4;5;5;1;1;5;5;5;5;3;5;1;1;1;4;5;1;1;5;1;4;5;5;5;5;5;5;2;4;4;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
1548;24;3;1;1;Cadiz;3;2;2;2;1;1;0;0;1;0;Juegos de ganar dinero;Juegos;3;3;3;3;2;3;3;3;3;3;3;3;3;2;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
1546;16;2;2;2;Zaragoza;1;5;2;1;2; ;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4;4;5;1;4;4;4;4;4;5;5;5;1;5;5;5;5;5;4;4;4;3;4;4
1544;18;2;2;2;Manacor;1;2;2;2;1;2;1;1;1;0;Stumble guys;Fornite;5;3;5;5;4;5;4;4;2;3;4;4;4;1;3;4;1;2;4;3;4;3;4;4;3;4;4;3;3;3;2;4;1;3;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
1542;25;3;1;1;Jerez de la frontera;3;5;2;2;1;2;1;1;1;1;League of Legend;EA;3;3;3;2;4;4;4;2;1;4;5;5;4;1;4;5;1;4;4;2;3;4;5;2;3;2;5;4;5;3;5;1;4;2;2;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
1541;24;3;1;1;Barcelona;1;6;3;1;2; ;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;1;5;5;5;4;5;5;5;4;3;5;5;5;5;5;3;5;5;4;5;5;5
1540;23;3;1;1;Donostia;6;5;4;2;1;2;0;1;1;0;Fifa;Forza;1;5;4;4;4;5;4;4;4;5;5;5;5;3;5;4;2;3;4;4;4;4;5;4;4;4;4;4;5;5;5;5;5;5;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
1536;24;3;1;1;Cuarte de Huerva;1;3;4;2;1;4;1;0;1;0;Fortnite;Call of Duty;1;5;4;3;4;5;5;4;3;5;5;5;5;5;5;5;2;4;4;1;2;4;5;4;2;1;5;4;5;5;4;5;4;1;4;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
1535;19;2;2;2;Madrid;4;6;3;1;1;1;0;0;1;0;subway surfers;fight list;5;3;4;3;3;3;1;1;1;3;5;4;4;1;4;4;1;1;1;1;2;3;4;1;1;1;4;2;2;1;5;1;3;1;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
1534;18;2;1;1;madrid;4;6;2;1;1;2;1;0;1;0;brawl stars;combat master;3;2;2;2;4;5;1;4;1;5;5;5;5;1;1;2;3;4;2;2;2;3;5;3;4;1;2;3;4;5;4;2;1;2;3;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
1532;24;3;1;1;ceuta;3;4;3;1;1;2;0;1;1;0;Brawl stars;the binding of isaac;4;3;4;2;3;4;4;4;5;4;3;4;3;3;4;5;3;4;5;3;4;5;5;5;4;4;4;5;5;4;5;4;3;2;4;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
1531;20;3;1;1;Cuenca;4;4;3;1;1;3;1;0;0;0;fortnite;fifa;3;5;2;2;3;4;3;4;2;4;4;4;4;3;4;4;1;5;5;4;4;4;4;4;4;4;4;2;4;4;4;4;4;4;4;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
1530;18;2;2;2;Fuenlabrada;4;2;3;1;1;2;1;0;1;0;pac;barbie;4;4;3;4;4;1;4;4;2;4;3;2;2;6;4;4;5;5;3;5;2;5;2;5;4;4;4;2;4;3;4;2;5;2;4;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
1529;18;2;1;1;Alicante;2;2;3;1;1;2;1;0;1;0;Fornite;League of legends;4;5;3;3;5;5;1;1;1;4;4;1;4;1;5;4;1;4;1;3;2;4;4;1;1;4;5;4;5;1;4;4;1;1;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
1528;19;2;1;1;Jerez de la frontera;3;5;3;1;1;1;0;1;1;0;Rocket league;Fortnite;4;3;4;3;3;4;4;3;3;3;4;3;4;3;3;3;3;3;3;3;3;2;3;3;3;3;3;3;3;3;3;4;4;3;4;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
1526;18;2;1;1;Torrent;2;3;3;1;1;1;0;0;1;0; ; ;3;3;3;3;3;3;3;3;3;3;3;3;3;2;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
1523;23;3;1;1;Barcelona;1;6;4;2;1;3;0;1;1;0;FC 25;Candy Crush;4;4;3;2;4;5;4;5;2;5;5;5;5;2;2;3;1;1;4;1;1;2;5;1;1;1;5;4;3;3;3;4;4;3;4;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
1521;23;3;1;1;Madrid;4;6;3;1;1;1;0;0;1;0;Brawl stars;Avakin life;4;5;3;2;2;5;4;4;2;4;5;2;5;2;2;1;2;3;2;3;4;4;5;2;2;3;5;2;4;3;3;4;2;1;4;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
1520;18;2;2;2;Palencia;4;4;3;1;1;2;0;0;1;0;Clash Royale;Lords Mobile;4;5;3;2;3;5;1;3;1;5;5;4;4;1;4;1;1;1;1;5;5;4;4;1;1;1;5;4;5;2;5;4;3;3;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
1519;25;3;1;1;Gijon;5;5;3;2;1;4;1;1;0;0;Call of duty;Fortnite;2;5;3;2;2;4;2;2;2;5;4;4;5;3;4;4;2;2;4;2;4;4;4;4;4;2;5;4;5;3;5;1;5;5;2;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
1518;20;3;1;1;Granada;3;4;3;3;1;4;1;1;1;0;Overwatch 2;Balatro;4;5;5;4;4;5;4;4;2;5;5;5;4;3;4;4;2;4;4;2;2;5;5;4;2;4;5;4;5;5;5;5;3;5;2;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
1516;18;2;2;2;Figueres;1;3;3;1;1;1;0;0;1;0;Locura por cocina;Gossip harbor;2;4;2;3;2;4;1;2;1;4;4;4;4;1;4;4;1;4;4;1;1;4;4;1;1;4;5;4;4;1;5;4;4;1;1;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
1515;19;2;1;1;Artesa;2;1;2;1;1;1;0;0;1;0;Clash royale;Brawl stars;4;3;2;4;3;4;3;1;1;5;4;5;4;1;4;1;1;1;1;1;4;5;4;1;1;3;5;4;5;5;5;4;1;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
1513;20;3;2;2;Valencia;2;5;3;2;1;2;1;1;0;0;Gta;Fifa;5;3;5;5;5;3;5;3;4;4;4;3;3;6;4;5;4;4;5;3;3;4;5;4;4;3;3;3;2;4;2;4;1;4;4;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
1511;25;3;1;1;Barcelona;1;6;1;1;1;1;1;0;0;0;Valorant;For nite;3;3;3;3;3;3;3;3;3;3;3;3;3;1;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
1509;19;2;2;2;A Coruña;5;3;3;1;1;2;1;0;1;0;Sims 4;Minecraft;2;1;3;2;2;5;1;4;1;5;5;5;5;1;5;4;2;2;1;2;5;4;4;4;3;5;5;5;5;4;5;4;5;3;4;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
1507;19;2;1;1;Pontevedra;5;4;3;2;1;2;0;1;0;0;Assassins Creed;Fortnite;3;3;3;3;3;3;3;3;3;3;3;3;3;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
1504;25;3;1;1;Gijón;5;5;3;2;1;4;1;0;1;0;Phasmofobia;Apex;4;4;4;2;4;3;4;3;4;5;4;4;3;5;5;4;4;4;4;4;4;4;5;4;4;4;5;4;4;4;5;5;4;2;3;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
1501;19;2;2;2;coruña;5;5;3;1;2; ;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4;2;4;5;2;4;5;5;5;5;5;5;5;4;5;4;5;4;4;5;2;4;5;5
1500;24;3;1;1;Villaviciosa de Odón;4;3;4;1;1;3;1;0;1;0;League of legend;Counter strike;4;5;4;2;1;3;4;4;2;5;3;3;4;2;3;4;2;3;1;3;3;3;5;3;4;1;3;3;2;1;5;4;4;3;3;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
1499;18;2;2;2;Madrid;4;6;3;2;1;2;0;0;1;0;Block Blast;Screwdom;3;3;3;3;3;3;3;3;3;3;3;3;3;6;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
1497;17;2;1;1;Barcelona;1;6;3;1;1;1;1;1;0;0;gta;sims;5;4;4;5;5;4;4;1;1;3;3;4;5;2;3;1;1;5;5;4;2;2;2;1;1;1;5;5;5;5;3;4;2;2;2;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
1496;22;3;2;2;Santander;6;5;4;1;1;2;0;1;0;0;Minecraft;Valorant;4;3;4;4;2;2;1;2;5;3;4;4;5;5;2;3;3;2;1;4;2;2;3;1;2;1;5;4;5;3;4;4;3;2;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
1494;24;3;1;1;figueres;1;3;3;3;1;3;0;0;1;0;candy crush;subway surfers;5;4;4;4;4;3;2;3;3;4;4;4;3;3;3;4;3;3;2;4;3;2;4;4;1;3;3;3;3;3;3;4;2;1;4;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
1492;20;3;1;1;Zafra;4;3;3;1;1;3;1;1;0;0;Football manager 24;NBA 2k24;4;2;4;4;4;4;1;2;2;2;2;2;3;1;3;4;2;2;2;4;4;2;4;2;2;2;3;3;4;2;5;2;2;1;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
1491;21;3;1;1;Fene;5;3;3;1;1;1;1;0;0;0;GtaV;Código Lyoko;2;5;1;1;1;5;1;1;1;5;5;5;5;2;5;1;1;1;1;2;4;4;4;1;1;1;5;5;5;5;5;2;5;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
1490;19;2;1;1;Madrid;4;6;3;1;1;1;0;0;1;0;Candy Crush;Clash Royale;5;4;5;4;5;2;3;1;2;4;2;2;2;1;2;2;2;3;2;2;2;3;4;1;1;1;1;1;4;2;4;2;4;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
1489;21;3;1;1;barcelona;1;6;4;2;1;3;1;1;0;0;Minecraft;Fortnite;5;4;5;5;5;2;4;4;4;3;3;2;4;4;4;5;3;4;3;3;4;3;4;3;4;4;3;4;3;4;3;3;4;3;3;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
1486;24;3;1;1;Cadiz;3;5;3;1;1;3;0;1;1;0;Pokemon;Chess.com;4;3;5;4;4;4;1;1;1;5;4;3;4;1;4;3;1;1;1;1;1;4;4;1;1;3;5;4;5;1;5;4;1;1;1;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
1481;20;3;1;1;Madrid;4;6;3;1;1;4;0;0;1;0;Geometry Dash;Minecraft;2;3;2;2;2;4;2;2;1;5;5;5;5;2;5;4;2;1;2;5;4;4;5;2;2;5;5;5;5;2;5;5;3;2;2;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
1480;25;3;1;1;Madrid;4;6;4;2;1;2;1;0;1;0;Pokemon;Brawl stars;4;3;4;3;4;3;4;4;3;5;4;4;5;4;3;4;2;3;4;4;4;4;5;3;4;2;3;3;2;2;4;4;4;4;2;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
1477;21;3;1;1;Arroyomolinos;4;4;3;1;1;2;1;0;1;0;Clash of clans;Tean fight tactics;3;3;3;3;3;3;3;3;3;3;3;3;3;1;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
1475;25;3;1;1;oviedo;5;5;4;1;1;4;1;1;1;0;Like a dragon;Forza horizon 5;3;4;5;4;4;5;4;2;4;5;5;5;5;3;3;4;1;1;4;2;3;2;4;1;1;1;5;4;4;4;5;4;4;2;1;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
1474;22;3;1;1;Córdoba;3;5;4;1;1;1;0;1;1;0;Brawl stars;Fortnite;5;4;4;5;4;4;4;4;4;5;4;5;4;2;5;4;5;4;5;4;5;4;5;4;4;3;4;5;4;5;5;4;5;4;5;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
1473;20;3;1;1;Valdemoro;4;4;3;1;1;3;0;1;1;0;Fc 25;Fortnite;4;4;5;4;3;4;1;4;1;4;4;3;4;1;4;4;4;2;1;4;4;5;4;1;3;2;5;4;5;4;5;4;4;5;3;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
1470;20;3;1;1;Sevilla;3;5;3;2;1;4;1;0;1;0;Brawl Stars;GTA V;4;2;4;3;4;4;1;1;2;5;5;4;4;1;4;2;4;5;3;2;4;4;5;1;5;3;5;5;5;3;5;4;5;1;2;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
1466;20;3;1;1;Madrid;4;6;3;2;1;4;1;1;1;0;League of Legends;Hollow knight;2;4;2;3;4;5;5;4;2;5;5;5;5;3;5;4;2;5;5;4;5;4;5;5;4;4;5;5;5;5;4;4;3;5;4;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
1465;22;3;1;1;Pontevedra;5;5;4;2;1;3;1;1;1;0;Minecraft;It takes two;1;1;1;1;1;4;1;1;1;5;5;5;5;1;4;1;1;1;1;1;1;1;1;1;1;4;4;4;5;1;5;1;3;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
1463;19;2;2;2;Sevilla;3;5;3;1;1;1;0;0;1;1;Subway surfers;Geometry dash;3;3;4;2;2;2;1;3;1;4;3;3;3;1;3;1;1;1;1;2;1;1;1;1;1;1;4;4;3;2;2;1;1;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
1462;23;3;1;1;Huelva;3;5;3;2;1;2;0;1;0;0;Pokémon;Pokémon;4;4;2;2;3;4;1;1;1;5;5;4;4;1;4;4;2;4;2;2;2;2;4;1;1;2;5;4;5;4;4;2;4;2;5;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
1460;20;3;1;1;Linares;3;4;3;1;1;2;1;0;1;1;Minecraft;Trackmania;4;3;3;2;2;3;1;4;2;5;4;5;5;3;3;3;2;1;3;4;3;3;4;2;2;3;5;3;5;3;4;2;4;4;3;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
1456;25;3;1;1;Sevilla;3;5;3;2;1;4;0;1;1;0;Atlas Earth;Pokemon;5;4;4;4;5;4;5;1;1;5;4;3;4;3;5;3;1;1;4;5;5;5;5;2;5;1;5;5;5;2;5;3;4;2;2;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
1455;25;3;1;1;Mieres;5;3;3;2;1;4;1;0;1;0;Monter hunter;Space marine 2;2;5;3;3;4;5;5;4;4;5;5;5;5;3;5;2;4;4;5;4;5;5;4;3;3;5;5;5;5;5;5;4;5;4;4;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
1454;18;2;2;2;Madrid;4;6;3;1;1;2;1;1;1;0;Las bratzs;Algún juego del móvil, voy cam;5;4;3;2;4;4;1;1;1;4;2;2;3;1;4;4;4;4;1;4;4;3;2;1;1;1;5;5;5;5;5;5;5;3;1;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
1452;20;3;1;1;Murcia;2;5;3;2;1;3;0;1;0;0;Apex;Minecraft;5;4;5;3;5;5;4;4;2;4;2;4;3;1;4;4;3;2;4;4;2;4;4;4;4;2;4;1;2;1;3;4;2;4;4;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
1446;19;2;1;1;Castilla - La Mancha;4;4;3;1;1;3;1;0;1;1;Genshin Impact;Minecraft;5;4;5;5;5;4;3;1;4;5;4;4;3;3;3;2;1;1;4;3;4;3;4;1;3;1;5;2;4;4;5;4;3;4;4;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
1445;18;2;1;1;Valencia;2;5;2;2;1;1;1;1;1;0;Among Us;Minions rush;3;4;3;3;4;5;2;2;2;5;4;3;4;2;4;3;2;2;3;2;2;2;3;2;2;2;5;4;4;3;5;4;4;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
1443;19;2;2;2;el tanque;7;2;3;1;1;3;1;0;1;0;brawl stars;fornite;5;5;4;4;4;4;1;1;1;3;4;4;4;1;5;4;2;4;4;4;4;2;4;4;4;4;2;4;4;4;2;4;2;2;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
1441;25;3;1;1;la coruña;5;5;3;1;1;2;0;1;1;0;Sims;Minecraft;3;3;3;3;3;3;3;3;3;3;3;3;3;8;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
1440;21;3;1;1;Arroyomolinos;4;4;3;1;1;3;0;0;1;0;FIFA;Brwal Stars;3;4;3;2;5;5;4;3;3;3;3;4;3;1;3;2;3;5;3;2;2;2;2;2;2;4;3;4;2;2;2;3;2;4;5;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
1437;18;2;2;2;teror;7;3;3;2;1;3;1;1;1;0;the forest;the last of us;3;4;4;3;2;5;5;4;2;4;5;5;4;3;2;5;4;1;5;3;2;4;4;3;4;3;5;3;4;4;5;5;3;4;3;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
1434;25;3;1;1;Madrid;4;6;3;1;1;3;1;0;0;0;League of Legends TFT;Nba 2k21;3;4;1;3;1;5;1;1;1;5;5;4;4;1;3;3;1;4;1;4;4;3;4;1;1;1;4;4;4;2;4;5;3;4;3;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
1430;21;3;1;1;Valencia;2;6;3;1;1;1;0;0;1;1;Brawl stars;CLASH Royale;5;3;3;2;2;5;4;4;4;4;4;4;4;1;5;4;1;1;1;1;1;1;4;1;1;1;4;4;5;5;5;3;1;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
